Image Index,Split,Severity Rating,Depth (m),Area (m^2),Estimated Volume (m^3),Geometric Location
4697,train,medium,0.04149463632682797,0.40673828125,0.01687745706066782,"(16, 20)"
4697,train,high,0.05862048943411051,0.346923828125,0.020336844601042733,"(10, 6)"
4698,train,high,0.05802769593596532,0.1435546875,0.008330147756432522,"(8, 8)"
4698,train,high,0.07187556978542362,0.035888671875,0.002579518739857732,"(5, 24)"
4698,train,medium,0.04573707496732657,0.1435546875,0.0065657715040986385,"(15, 28)"
4698,train,medium,0.04200442468887076,0.1435546875,0.006029932059828126,"(12, 21)"
4699,train,medium,0.038092663654337194,0.31103515625,0.011848157591705466,"(18, 10)"
4699,train,medium,0.02815299197156241,0.0478515625,0.001347164654889217,"(16, 25)"
4699,train,medium,0.02590219861869554,0.035888671875,0.0009295955070674425,"(29, 8)"
4699,train,medium,0.04094138145278628,0.0478515625,0.0019591090734243435,"(9, 8)"
4700,train,high,0.05970231271773124,0.0478515625,0.0028568489484070616,"(22, 10)"
4700,train,high,0.06490113509354031,0.107666015625,0.0069876466250613474,"(9, 9)"
4700,train,medium,0.04595222335979393,0.35888671875,0.016491642660863545,"(19, 25)"
4700,train,medium,0.05093194101894476,0.11962890625,0.006092932397285871,"(27, 23)"
4700,train,high,0.06416448472014187,0.64599609375,0.04145000648669321,"(9, 20)"
4700,train,medium,0.05499805485272609,0.11962890625,0.006579357147909127,"(23, 16)"
4701,train,medium,0.050715103296933794,0.11962890625,0.006066992337767959,"(14, 15)"
4701,train,medium,0.05463809972158827,0.275146484375,0.01503348105132568,"(23, 16)"
4702,train,high,0.07116183995473231,0.035888671875,0.002553903924156653,"(9, 7)"
4702,train,medium,0.03199877964208718,0.35888671875,0.011483937029752967,"(26, 21)"
4703,train,high,0.0601928493487216,0.299072265625,0.018002011829146475,"(16, 13)"
4703,train,medium,0.03897329274863892,0.50244140625,0.019581796014819068,"(12, 24)"
4703,train,high,0.0744759327918158,0.1435546875,0.01069136925820012,"(24, 18)"
4703,train,medium,0.053307602887479114,0.1435546875,0.007652556273886162,"(26, 5)"
4704,train,medium,0.038004305961392745,0.11962890625,0.004546413554951769,"(25, 15)"
4704,train,high,0.05735361992387562,0.11962890625,0.006861150820971449,"(22, 8)"
4704,train,medium,0.04420006895409671,0.50244140625,0.022207944801643318,"(11, 18)"
4704,train,high,0.07499280272333261,0.2392578125,0.017942613932828602,"(13, 8)"
4705,train,medium,0.026545007276912204,0.50244140625,0.01333731078512825,"(25, 19)"
4705,train,high,0.07086014447667871,0.0478515625,0.003390768632184821,"(9, 10)"
4706,train,medium,0.043272210527145846,0.50244140625,0.02174175030880521,"(14, 14)"
4706,train,medium,0.03510599228593607,0.59814453125,0.020998457299937347,"(14, 25)"
4706,train,high,0.061961394289100385,0.442626953125,0.02742578316556128,"(25, 19)"
4706,train,high,0.0689311786649335,0.1435546875,0.009895393812251197,"(26, 9)"
4707,train,high,0.057930546048346125,0.562255859375,0.03257178895247586,"(6, 22)"
4707,train,high,0.06536278870825911,0.50244140625,0.03284097147499933,"(18, 18)"
4707,train,high,0.0596073966488332,0.107666015625,0.0064176908989588485,"(10, 5)"
4708,train,medium,0.0487478133851485,0.478515625,0.023326590389377698,"(18, 22)"
4708,train,medium,0.05164259960991074,0.035888671875,0.0018533843121720894,"(8, 17)"
4708,train,high,0.06735769253279275,0.35888671875,0.024173781255665366,"(7, 24)"
4709,train,high,0.06940808890483852,0.287109375,0.01992771302541262,"(23, 23)"
4709,train,high,0.07337547831488339,0.11962890625,0.008777828216380092,"(5, 20)"
4709,train,high,0.06483494753525469,0.0478515625,0.003102453544167461,"(25, 13)"
4710,train,medium,0.046419340629711425,0.035888671875,0.0016659284845135691,"(16, 21)"
4710,train,medium,0.04555039915700258,0.035888671875,0.0016347433291209422,"(25, 6)"
4710,train,high,0.06096360611150811,0.1435546875,0.008751611424210637,"(23, 12)"
4711,train,high,0.07458208791273005,0.1435546875,0.01070660832340949,"(17, 28)"
4711,train,high,0.06753196059638268,0.1435546875,0.00969452949967603,"(20, 7)"
4711,train,medium,0.046083833358455964,0.035888671875,0.0016538875741438054,"(9, 27)"
4711,train,high,0.07065346575549811,0.11962890625,0.008452196831102068,"(5, 15)"
4712,train,high,0.07378264055307891,0.1435546875,0.01059184390752207,"(26, 11)"
4712,train,high,0.060877586860284466,0.1435546875,0.008739262957482242,"(16, 16)"
4712,train,medium,0.04708714388288461,0.31103515625,0.014645757154979247,"(7, 24)"
4713,train,high,0.07413545755869119,0.418701171875,0.03104060295731333,"(12, 18)"
4713,train,high,0.05870515480546115,0.31103515625,0.01825936699759705,"(24, 14)"
4713,train,medium,0.04891851788227357,0.035888671875,0.001755620636888236,"(7, 6)"
4714,train,high,0.0563584056619581,0.107666015625,0.006067884984600469,"(9, 11)"
4714,train,medium,0.05204378511909566,0.0478515625,0.002490376436362976,"(23, 9)"
4715,train,medium,0.0358221089699249,0.0478515625,0.0017141438862561722,"(15, 5)"
4715,train,high,0.06097359096478157,0.035888671875,0.0021882611991755102,"(24, 29)"
4715,train,medium,0.03132095304129847,0.035888671875,0.0011240674065114442,"(20, 20)"
4715,train,medium,0.04234163871003738,0.11962890625,0.0050652839277144325,"(4, 17)"
4716,train,high,0.07233567810305415,0.035888671875,0.002596031416296133,"(16, 7)"
4717,train,medium,0.030730476513230222,0.50244140625,0.015440263834039989,"(24, 19)"
4717,train,medium,0.03420752865732778,0.442626953125,0.01514117418352912,"(15, 6)"
4717,train,medium,0.029493336715020333,0.562255859375,0.016582801380539997,"(7, 23)"
4717,train,medium,0.03993343140409638,0.64599609375,0.02579684069707984,"(26, 7)"
4718,train,medium,0.04805514172647157,0.50244140625,0.02414489298659143,"(14, 15)"
4718,train,high,0.06471134564999143,0.6220703125,0.04025500701078568,"(25, 18)"
4719,train,high,0.06517494608841269,0.0478515625,0.0031187230061838103,"(10, 10)"
4719,train,high,0.07391243341852652,0.370849609375,0.027410397061216254,"(11, 26)"
4719,train,high,0.05717363852253147,0.035888671875,0.0020518859528349917,"(10, 5)"
4720,train,medium,0.04298313516523893,0.035888671875,0.001542607634104034,"(10, 29)"
4720,train,high,0.0730388182744755,0.562255859375,0.04106650353664968,"(7, 14)"
4721,train,high,0.06917688564847524,0.275146484375,0.019033776886189353,"(25, 20)"
4721,train,medium,0.049386376578839514,0.538330078125,0.026586171961997345,"(11, 25)"
4721,train,medium,0.026636798498832742,0.035888671875,0.0009559593211251008,"(24, 12)"
4721,train,high,0.05721808653836341,0.55029296875,0.03148671070739041,"(15, 10)"
4722,train,medium,0.05481793882567241,0.11962890625,0.0065578100645945995,"(9, 22)"
4722,train,high,0.06003617027375898,0.562255859375,0.03375568851085618,"(26, 7)"
4722,train,medium,0.03183911449929733,0.299072265625,0.009522196108798639,"(5, 9)"
4722,train,high,0.07064710011919288,0.0478515625,0.0033805741267973156,"(16, 28)"
4723,train,high,0.06002045167027673,0.035888671875,0.0021540542957838573,"(16, 20)"
4723,train,medium,0.029156482939932046,0.11962890625,0.003487958164200855,"(23, 11)"
4724,train,high,0.07121379351561258,0.31103515625,0.022149993393283794,"(27, 6)"
4724,train,high,0.07206187919250481,0.035888671875,0.002586205137035695,"(5, 29)"
4724,train,high,0.06476976056356294,0.1435546875,0.009298002737152101,"(12, 15)"
4724,train,high,0.06734513085203571,0.26318359375,0.017724133559202757,"(18, 26)"
4724,train,medium,0.03482192122956063,0.11962890625,0.004165708350215994,"(11, 4)"
4724,train,high,0.0645749066689534,0.514404296875,0.03321760946081172,"(24, 16)"
4725,train,high,0.06746103006666383,0.0478515625,0.0032281156965493435,"(27, 14)"
4725,train,high,0.0730733629441556,0.562255859375,0.04108592647958749,"(26, 22)"
4726,train,high,0.0739228496052129,0.2392578125,0.01768661929030973,"(13, 13)"
4726,train,medium,0.048307870944475056,0.442626953125,0.02138236572810871,"(25, 25)"
4727,train,medium,0.05264357099972127,0.11962890625,0.006297692819790875,"(7, 21)"
4727,train,high,0.057029085247961804,0.370849609375,0.02114921398722021,"(20, 27)"
4727,train,high,0.06058235194773456,0.035888671875,0.0021742201504680128,"(26, 15)"
4727,train,medium,0.0439170755763252,0.26318359375,0.01155825377716762,"(6, 13)"
4727,train,medium,0.026388280879026275,0.035888671875,0.0009470403538127106,"(9, 29)"
4728,train,medium,0.036460254341889216,0.0478515625,0.0017446801394068081,"(3, 5)"
4728,train,medium,0.04550189053133202,0.538330078125,0.024495036284567166,"(18, 10)"
4728,train,medium,0.03728751156039281,0.57421875,0.02141118827881931,"(7, 16)"
4729,train,high,0.06295681203201821,0.64599609375,0.04066985464763676,"(7, 19)"
4729,train,high,0.07056336498734171,0.107666015625,0.007597276357279711,"(18, 5)"
4729,train,high,0.07378853023671336,0.035888671875,0.002648172349803922,"(21, 25)"
4729,train,high,0.07284677232440578,0.0478515625,0.003485831878804574,"(27, 4)"
4729,train,high,0.0685620002411496,0.478515625,0.03280798839664385,"(8, 8)"
4729,train,high,0.06557520661977101,0.418701171875,0.027456415857643378,"(22, 15)"
4730,train,medium,0.03332303328711604,0.035888671875,0.0011959194075210104,"(18, 11)"
4730,train,high,0.06239710785032729,0.35888671875,0.022393493295893827,"(8, 26)"
4730,train,high,0.06184767061341972,0.1435546875,0.008878523027512401,"(22, 24)"
4730,train,medium,0.02957180456826515,0.107666015625,0.003183878372706282,"(17, 5)"
4730,train,medium,0.02765483785725598,0.035888671875,0.000992495401615388,"(29, 18)"
4730,train,high,0.07112030311304506,0.2392578125,0.0170160881471641,"(26, 10)"
4731,train,medium,0.030992719948783547,0.11962890625,0.003707625189185532,"(22, 4)"
4732,train,high,0.06964246979947337,0.035888671875,0.002499375747197897,"(3, 24)"
4732,train,high,0.07287309297777543,0.322998046875,0.02353786670156174,"(9, 16)"
4732,train,high,0.059622922538464934,0.035888671875,0.00213978750321151,"(29, 6)"
4733,train,high,0.06187934618874125,0.11962890625,0.007402558504024222,"(17, 25)"
4734,train,high,0.05842058632093069,0.107666015625,0.006289911759650985,"(6, 25)"
4734,train,high,0.05974029184208076,0.035888671875,0.002143999731637176,"(9, 9)"
4734,train,medium,0.036182256181864485,0.1435546875,0.005194132479232499,"(18, 5)"
4734,train,high,0.07473423915533789,0.035888671875,0.0026821125868736985,"(28, 5)"
4734,train,high,0.05649400589281743,0.035888671875,0.002027494840391641,"(28, 18)"
4734,train,medium,0.03385492851017824,0.11962890625,0.004050028068844564,"(14, 21)"
4735,train,high,0.06632387703677291,0.1435546875,0.009521103441802362,"(28, 27)"
4735,train,high,0.06470867571013342,0.287109375,0.018578467440214085,"(18, 21)"
4735,train,medium,0.05336698253582901,0.478515625,0.025536935002496305,"(20, 9)"
4735,train,medium,0.0493604215340446,0.11962890625,0.005904933240156703,"(4, 6)"
4736,train,medium,0.04818232005224882,0.418701171875,0.02017399386953289,"(12, 21)"
4736,train,high,0.07372856938385941,0.107666015625,0.007938061303291504,"(21, 17)"
4736,train,medium,0.04494431722197429,0.035888671875,0.001612991853425347,"(29, 23)"
4737,train,high,0.0659666749260535,0.035888671875,0.002367456351105924,"(27, 14)"
4737,train,high,0.06328724816614886,0.55029296875,0.034826527677368053,"(19, 26)"
4738,train,medium,0.0492279125010458,0.322998046875,0.01590051958957119,"(13, 5)"
4738,train,medium,0.03042953159700402,0.31103515625,0.009464654114888458,"(22, 10)"
4738,train,high,0.06637430881983158,0.11962890625,0.00794028596721618,"(6, 14)"
4738,train,high,0.07215845318860084,0.59814453125,0.04316118415822072,"(6, 26)"
4739,train,medium,0.028927827022124042,0.035888671875,0.001038181292053768,"(4, 28)"
4739,train,medium,0.04560718393332267,0.2392578125,0.010911875062171929,"(11, 18)"
4739,train,high,0.06806983899345123,0.50244140625,0.03420110562708072,"(23, 9)"
4740,train,high,0.06837942757354494,0.370849609375,0.025358484004935244,"(13, 9)"
4740,train,medium,0.05409182950588481,0.0478515625,0.002588378560340191,"(22, 22)"
4740,train,medium,0.04786355226222962,0.538330078125,0.02576638982866609,"(23, 6)"
4741,train,medium,0.03991760457601344,0.3349609375,0.013370838251535752,"(12, 19)"
4741,train,medium,0.04863607201199101,0.2392578125,0.011636560198181442,"(24, 13)"
4741,train,medium,0.04205270569357067,0.40673828125,0.017104445235715023,"(6, 7)"
4741,train,high,0.06814966113254438,0.322998046875,0.022012207441004936,"(23, 27)"
4742,train,medium,0.04292243711556187,0.299072265625,0.012836910514297679,"(10, 11)"
4743,train,high,0.05706614076882108,0.11962890625,0.0068267600040826,"(25, 23)"
4744,train,high,0.0734602249238484,0.538330078125,0.039545848622335386,"(12, 9)"
4744,train,high,0.06484429470931279,0.035888671875,0.002327175615788325,"(25, 28)"
4744,train,high,0.07437937646166683,0.35888671875,0.026693770360998594,"(17, 23)"
4744,train,medium,0.047663104176268276,0.31103515625,0.01482490105482563,"(22, 5)"
4744,train,medium,0.030855216921069562,0.346923828125,0.010704409971884729,"(5, 21)"
4745,train,medium,0.04674131045311465,0.57421875,0.026839736861749428,"(12, 20)"
4746,train,medium,0.048675982731147954,0.634033203125,0.030862189246286923,"(19, 11)"
4747,train,medium,0.03796187892988653,0.035888671875,0.001362401416673174,"(25, 9)"
4747,train,high,0.06884950530460618,0.1435546875,0.009883669218532332,"(14, 27)"
4747,train,high,0.05730461383108778,0.035888671875,0.002056586482707496,"(29, 14)"
4748,train,medium,0.025490342214278185,0.59814453125,0.015246908795161511,"(23, 23)"
4748,train,high,0.07429844070423461,0.035888671875,0.00266647235925842,"(22, 8)"
4748,train,high,0.060366441101258744,0.0478515625,0.0028886285292594517,"(16, 13)"
4749,train,high,0.05910272202477687,0.035888671875,0.002121118197666553,"(15, 6)"
4750,train,medium,0.034892935363965295,0.35888671875,0.012522611080329342,"(13, 11)"
4750,train,medium,0.04136728060668953,0.1435546875,0.005938467040218126,"(24, 10)"
4750,train,medium,0.05031089415968848,0.1435546875,0.007222364688939655,"(5, 16)"
4751,train,medium,0.02585841483620549,0.50244140625,0.01299233831369895,"(26, 20)"
4751,train,high,0.05658179715368068,0.3349609375,0.018952691820031713,"(20, 6)"
4751,train,high,0.06151658921586078,0.562255859375,0.03458806273538266,"(6, 26)"
4752,train,high,0.0654084027123913,0.275146484375,0.01799689205489868,"(15, 9)"
4753,train,medium,0.04009068830160949,0.035888671875,0.0014388015576993639,"(22, 5)"
4753,train,high,0.060046555084866636,0.346923828125,0.020831580755760616,"(17, 13)"
4753,train,medium,0.025568939751160535,0.50244140625,0.012846894044894624,"(7, 6)"
4753,train,high,0.059543276934135775,0.35888671875,0.02136929128251455,"(19, 27)"
4754,train,high,0.07077050907252003,0.562255859375,0.03979113339697598,"(17, 24)"
4754,train,medium,0.025403614340525488,0.3349609375,0.008509218475390861,"(24, 13)"
4754,train,high,0.05968211909432164,0.31103515625,0.01856323723783344,"(5, 17)"
4755,train,medium,0.052826299584567755,0.11962890625,0.00631955244053667,"(25, 25)"
4755,train,high,0.07426727701211464,0.50244140625,0.037314955100325176,"(6, 7)"
4755,train,medium,0.05387068650135656,0.107666015625,0.005800042174584532,"(8, 25)"
4755,train,medium,0.030162814687540174,0.1435546875,0.004330013436590239,"(17, 5)"
4756,train,medium,0.027038784204306478,0.107666015625,0.0029111581626218644,"(24, 9)"
4756,train,high,0.07144812436086788,0.478515625,0.03418904388361842,"(17, 19)"
4756,train,high,0.06724274946782507,0.3349609375,0.022523694401820313,"(12, 6)"
4756,train,high,0.06448174675925866,0.299072265625,0.01928470209474899,"(6, 16)"
4756,train,medium,0.054778001724259826,0.634033203125,0.03473107189401923,"(6, 26)"
4756,train,medium,0.039802629915478435,0.11962890625,0.0047615450826622155,"(4, 8)"
4757,train,high,0.07295475785622373,0.35888671875,0.02618249366422092,"(12, 19)"
4757,train,high,0.05800401819632612,0.11962890625,0.006938957254931591,"(21, 12)"
4758,train,high,0.059592612154711476,0.442626953125,0.02637729634679978,"(13, 25)"
4758,train,high,0.06724763831661106,0.035888671875,0.0024134284259135315,"(16, 16)"
4758,train,medium,0.050043719196812456,0.035888671875,0.0017960026176590408,"(12, 4)"
4759,train,medium,0.03771593446966548,0.562255859375,0.02120600514737295,"(21, 21)"
4759,train,medium,0.05495286802751451,0.11962890625,0.006573951497432156,"(6, 11)"
4759,train,high,0.06827450079809261,0.538330078125,0.03675421734858257,"(26, 6)"
4759,train,medium,0.04486230964788007,0.287109375,0.012880389684059317,"(9, 26)"
4760,train,medium,0.048755588641473696,0.31103515625,0.015164702131161497,"(11, 15)"
4760,train,medium,0.05074610523495094,0.562255859375,0.028532295008811527,"(10, 25)"
4760,train,medium,0.02821373595833765,0.0478515625,0.0013500713495688914,"(19, 6)"
4761,train,medium,0.04441727395606507,0.1435546875,0.006376307882364809,"(23, 22)"
4761,train,high,0.06754652576951078,0.538330078125,0.03636232649457306,"(23, 6)"
4761,train,high,0.05690439039272334,0.035888671875,0.00204222299505135,"(14, 8)"
4761,train,medium,0.026996022452543934,0.442626953125,0.011949167164663611,"(7, 18)"
4762,train,high,0.06886028264589641,0.107666015625,0.0074139122672949994,"(9, 22)"
4762,train,medium,0.032780787933404436,0.11962890625,0.003921529806486371,"(18, 9)"
4762,train,high,0.05867213865363988,0.035888671875,0.0021056651323449857,"(28, 21)"
4763,train,high,0.05870173883638792,0.0478515625,0.002808969924788094,"(16, 22)"
4763,train,high,0.06115416952722666,0.107666015625,0.006584225771852284,"(27, 12)"
4763,train,high,0.07354476482096874,0.2392578125,0.017596159551891935,"(16, 5)"
4763,train,high,0.06246706271530344,0.634033203125,0.0396061918631941,"(6, 6)"
4763,train,medium,0.033731828164211455,0.11962890625,0.004035301709097562,"(11, 28)"
4763,train,medium,0.04259305877800783,0.107666015625,0.004585824931909534,"(26, 24)"
4764,train,medium,0.03632043934312347,0.035888671875,0.0013034923299411988,"(21, 3)"
4764,train,medium,0.029814300722202036,0.035888671875,0.0010699956558016845,"(21, 17)"
4764,train,high,0.05979976528062056,0.0478515625,0.0028615122058109448,"(11, 21)"
4765,train,medium,0.04604338414002304,0.11962890625,0.005508119684719553,"(25, 26)"
4765,train,high,0.06895416808566983,0.1435546875,0.009898694051360806,"(7, 18)"
4766,train,medium,0.04714911751286627,0.035888671875,0.0016921192076150735,"(28, 7)"
4766,train,medium,0.026201974326911334,0.035888671875,0.0009403540590956948,"(14, 19)"
4766,train,high,0.0715929426488308,0.107666015625,0.007708126881868746,"(27, 17)"
4766,train,high,0.060191192841933396,0.31103515625,0.018721577070464634,"(27, 25)"
4767,train,medium,0.028082331915679472,0.287109375,0.008062700764853286,"(6, 21)"
4767,train,medium,0.045390129908835855,0.370849609375,0.016832911946172282,"(27, 16)"
4767,train,high,0.056929160099667225,0.45458984375,0.02587941799452646,"(13, 7)"
4767,train,medium,0.05247365687513399,0.107666015625,0.005649629561019064,"(28, 7)"
4767,train,medium,0.035539273540063254,0.11962890625,0.004251524422517332,"(16, 16)"
4767,train,high,0.05668148573602343,0.1435546875,0.00813689297187055,"(22, 27)"
4768,train,high,0.06017998868658887,0.107666015625,0.006479339602242601,"(14, 6)"
4768,train,medium,0.04806510093693964,0.514404296875,0.02472489445169234,"(17, 25)"
4768,train,high,0.06005801211625193,0.3349609375,0.020117088042846107,"(21, 14)"
4768,train,high,0.05859125436676148,0.50244140625,0.02943867223798709,"(6, 15)"
4769,train,medium,0.05091406442006893,0.035888671875,0.001827238151794466,"(14, 25)"
4770,train,high,0.06789335145349383,0.035888671875,0.0024366022128084943,"(13, 8)"
4771,train,high,0.05761175855329458,0.275146484375,0.01585167282460034,"(23, 9)"
4771,train,high,0.056820154855708155,0.1435546875,0.008156799574012791,"(12, 5)"
4771,train,high,0.06717827688619851,0.31103515625,0.020894805847904516,"(10, 23)"
4772,train,high,0.07096684522757092,0.35888671875,0.025469058223762026,"(21, 22)"
4772,train,medium,0.05076645993891704,0.35888671875,0.01821940823003126,"(8, 11)"
4773,train,high,0.07258810505918378,0.299072265625,0.021709089037475617,"(23, 17)"
4773,train,high,0.060355652205114664,0.035888671875,0.00216608419779098,"(5, 28)"
4773,train,high,0.0677493244591433,0.107666015625,0.007294299825801318,"(7, 7)"
4773,train,high,0.05837131512140649,0.31103515625,0.018155531119304655,"(23, 27)"
4773,train,medium,0.05086531221619239,0.322998046875,0.01642939649951722,"(5, 20)"
4773,train,high,0.06683833862835663,0.31103515625,0.020789073098761313,"(19, 6)"
4774,train,high,0.07252386399667463,0.35888671875,0.026027851580837816,"(21, 8)"
4774,train,medium,0.053389264684423454,0.035888671875,0.0019160698019067988,"(16, 18)"
4775,train,medium,0.036970140219666256,0.35888671875,0.013268092315163427,"(24, 21)"
4775,train,high,0.07176331693131524,0.634033203125,0.04550032570083635,"(17, 6)"
4775,train,medium,0.026171578914687545,0.57421875,0.015028211329918238,"(9, 20)"
4775,train,high,0.06917761099143122,0.562255859375,0.03889551711749661,"(6, 9)"
4776,train,medium,0.04771854614671871,0.562255859375,0.02683003217184892,"(10, 18)"
4776,train,high,0.06911955183432977,0.035888671875,0.0024806089159293155,"(8, 4)"
4776,train,high,0.056137300168529976,0.035888671875,0.0020146931456967547,"(19, 16)"
4776,train,high,0.07237375282111495,0.035888671875,0.00259739786735935,"(17, 6)"
4776,train,high,0.06502228613336294,0.035888671875,0.0023335634916026252,"(22, 10)"
4776,train,medium,0.04059431215576339,0.0478515625,0.0019425012652660215,"(15, 29)"
4777,train,high,0.07016608493112272,0.2392578125,0.016787783992309638,"(26, 11)"
4777,train,medium,0.047619953885253,0.1435546875,0.006836067598761906,"(24, 25)"
4777,train,medium,0.04687862590182026,0.478515625,0.02243215497255071,"(11, 15)"
4778,train,medium,0.053676119824749055,0.0478515625,0.0025684862025514683,"(11, 3)"
4778,train,high,0.05952547172624674,0.107666015625,0.006408870368963577,"(6, 10)"
4778,train,medium,0.030991834346536188,0.2392578125,0.007415038491114616,"(21, 19)"
4778,train,high,0.05782145957954661,0.107666015625,0.006225406170551772,"(8, 27)"
4779,train,medium,0.03221834821012804,0.55029296875,0.017729530484772608,"(9, 24)"
4779,train,medium,0.03866424338656766,0.1435546875,0.005550433376782662,"(14, 9)"
4779,train,high,0.06874340056019786,0.11962890625,0.008223697820922107,"(7, 8)"
4779,train,medium,0.038664505691703516,0.55029296875,0.0212768056223388,"(24, 11)"
4779,train,medium,0.046073580112028556,0.35888671875,0.016535195987471187,"(20, 24)"
4779,train,medium,0.05282165583922998,0.0478515625,0.0025275987657444035,"(21, 3)"
4780,train,high,0.07118389014214764,0.035888671875,0.0025546952760975837,"(28, 23)"
4780,train,high,0.060281169136068125,0.322998046875,0.019470699894291534,"(17, 23)"
4781,train,medium,0.02796578166827501,0.0478515625,0.0013382063493608159,"(25, 3)"
4781,train,medium,0.044618493756787087,0.562255859375,0.025087009551240394,"(15, 13)"
4781,train,high,0.06573170086798164,0.035888671875,0.0023590234442366458,"(12, 5)"
4781,train,high,0.06282881177525879,0.50244140625,0.031567796541377584,"(17, 25)"
4781,train,medium,0.027631421026260827,0.562255859375,0.015535928374872726,"(6, 24)"
4782,train,high,0.0669839969188012,0.0478515625,0.003205288915059823,"(24, 26)"
4782,train,medium,0.0368398208434558,0.50244140625,0.018509851390583993,"(22, 18)"
4782,train,medium,0.03200790341221785,0.107666015625,0.0034461634289033377,"(21, 7)"
4782,train,high,0.05644623048543536,0.0478515625,0.0027010403259632152,"(6, 23)"
4783,train,medium,0.03179656244598982,0.299072265625,0.009509469969808967,"(25, 6)"
4783,train,medium,0.04053999243639896,0.1435546875,0.0058197059454596165,"(9, 26)"
4783,train,medium,0.052428710401888345,0.035888671875,0.0018815967844427702,"(16, 3)"
4783,train,high,0.06264789633335657,0.11962890625,0.007494499317222832,"(6, 5)"
4783,train,medium,0.035028970682336104,0.538330078125,0.01885714852406033,"(23, 24)"
4784,train,medium,0.05322773249592752,0.287109375,0.01528218100957294,"(14, 23)"
4785,train,high,0.07232273062873858,0.1435546875,0.010382266994555245,"(18, 9)"
4785,train,high,0.05690739887426604,0.107666015625,0.006126992896374835,"(24, 16)"
4785,train,high,0.057610603119606155,0.1435546875,0.008270272127521587,"(26, 4)"
4786,train,medium,0.051468326262307934,0.322998046875,0.016624168858650732,"(14, 25)"
4786,train,high,0.07242070612466525,0.346923828125,0.0251244686042845,"(5, 10)"
4787,train,medium,0.0377402849118035,0.370849609375,0.013995969917243533,"(5, 26)"
4787,train,high,0.06129254504558877,0.31103515625,0.019064136325214868,"(25, 27)"
4787,train,medium,0.02999135561964909,0.1435546875,0.004305399683680094,"(19, 7)"
4787,train,medium,0.02734163696418782,0.1435546875,0.003925020150132431,"(21, 16)"
4788,train,high,0.060386375814443075,0.64599609375,0.039009362891849704,"(12, 11)"
4788,train,medium,0.04182718588080633,0.31103515625,0.01300972529593439,"(26, 6)"
4788,train,high,0.06405607217183283,0.035888671875,0.002298887355776227,"(14, 21)"
4789,train,high,0.06370154504789052,0.562255859375,0.03581656695441696,"(10, 24)"
4789,train,medium,0.02780353365057056,0.107666015625,0.0029934956884525433,"(28, 12)"
4789,train,high,0.05829258369346405,0.035888671875,0.002092043408920707,"(6, 12)"
4789,train,high,0.06508730739987992,0.0478515625,0.0031145293580020664,"(20, 19)"
4789,train,high,0.07182576896568509,0.0478515625,0.0034369752727720403,"(24, 25)"
4789,train,high,0.061778381977171344,0.11962890625,0.00739048026582372,"(12, 4)"
4790,train,high,0.05779281394209519,0.11962890625,0.006913691121002599,"(10, 21)"
4790,train,high,0.06563967946089769,0.562255859375,0.03690629438438656,"(20, 14)"
4790,train,medium,0.03302086751363713,0.35888671875,0.0118507507922477,"(27, 25)"
4790,train,high,0.06973619313398968,0.0478515625,0.003336985804263178,"(27, 6)"
4790,train,medium,0.04574725828208619,0.45458984375,0.020796238994444452,"(7, 6)"
4791,train,medium,0.030853026865860653,0.538330078125,0.01660911236309149,"(19, 24)"
4791,train,medium,0.03123142667369843,0.562255859375,0.01756005264392761,"(17, 13)"
4791,train,high,0.057402119810821654,0.50244140625,0.028841201799480215,"(6, 11)"
4792,train,medium,0.031135242596132588,0.50244140625,0.01564363507393576,"(25, 16)"
4792,train,high,0.0670778310011633,0.035888671875,0.0024073342668874524,"(8, 7)"
4792,train,high,0.0626741402694638,0.035888671875,0.0022492916551785105,"(20, 4)"
4792,train,medium,0.04073375903914893,0.1435546875,0.005847522049565325,"(15, 15)"
4793,train,medium,0.03065229043475762,0.107666015625,0.0033002099808906523,"(27, 6)"
4793,train,medium,0.027483199017842158,0.107666015625,0.0029590065348799786,"(17, 28)"
4793,train,medium,0.047692322608718106,0.1435546875,0.006846456468243713,"(24, 21)"
4793,train,high,0.0592893194490565,0.59814453125,0.03546358218998741,"(13, 8)"
4793,train,medium,0.03611094423490062,0.50244140625,0.018143633602398797,"(14, 19)"
4793,train,medium,0.042445520545661544,0.11962890625,0.005077711198089393,"(5, 18)"
4794,train,high,0.07310634303625563,0.0478515625,0.003498252742945826,"(17, 20)"
4794,train,medium,0.05248653085074892,0.562255859375,0.029510859509100283,"(26, 24)"
4794,train,medium,0.04198848092960278,0.107666015625,0.004520732443836628,"(25, 5)"
4794,train,high,0.065843901899052,0.55029296875,0.036233436250113084,"(9, 17)"
4795,train,high,0.0654573261039739,0.107666015625,0.007047529495081173,"(7, 27)"
4796,train,medium,0.028988205024829666,0.035888671875,0.001040348178381338,"(17, 16)"
4796,train,high,0.06433264224671593,0.514404296875,0.03309298760103283,"(7, 19)"
4796,train,high,0.07491790261779255,0.562255859375,0.04212302971893951,"(14, 6)"
4796,train,high,0.056608118210929606,0.035888671875,0.0020315901799332647,"(27, 26)"
4796,train,high,0.07113197801745029,0.035888671875,0.0025528322188879864,"(16, 22)"
4797,train,high,0.06298222186314689,0.418701171875,0.02637073010139085,"(20, 26)"
4797,train,medium,0.036263335762281405,0.31103515625,0.01127917230496741,"(11, 12)"
